ride_id,driver_id,estimated_fare,actual_fare,estimated_distance,actual_distance,otp_verified,complaint,fraud_label
RIDE2010,DRV77,986,923.21,9.87,10.74,True,0,0
RIDE2011,DRV53,232,259.13,13.03,14.24,True,0,0
RIDE2012,DRV77,275,312.07,19.95,21.07,True,0,0
RIDE2013,DRV72,784,1533.34,4.54,8.33,False,1,1
RIDE2014,DRV75,430,417.76,2.85,3.03,True,0,0
RIDE2015,DRV70,773,794.82,1.91,1.85,False,1,0
RIDE2016,DRV42,934,944.01,17.22,18.17,True,0,0
RIDE2017,DRV30,674,614.49,5.2,5.35,True,1,0
RIDE2018,DRV62,519,585.32,18.41,18.99,True,0,0
RIDE2019,DRV92,312,353.21,15.58,16.6,True,1,0
RIDE2020,DRV28,358,343.64,2.5,2.43,True,0,0
RIDE2021,DRV81,644,640.75,15.6,15.09,False,0,0
RIDE2022,DRV90,152,163.47,8.64,8.61,True,0,0
RIDE2023,DRV94,370,387.56,13.61,13.44,True,1,0
RIDE2024,DRV68,346,684.28,4.22,5.67,True,1,1
RIDE2025,DRV78,192,346.7,17.31,32.38,False,1,1
RIDE2026,DRV67,285,263.5,15.18,16.5,False,0,0
RIDE2027,DRV48,844,867.99,14.9,15.84,True,0,0
RIDE2028,DRV9,530,553.56,19.35,20.52,True,0,0
RIDE2029,DRV79,388,380.91,15.31,14.81,True,0,0
RIDE2030,DRV89,531,503.51,5.23,5.65,False,0,0
RIDE2031,DRV48,175,245.52,10.7,18.24,True,1,1
RIDE2032,DRV25,198,193.86,3.81,3.87,True,1,0
RIDE2033,DRV2,620,574.76,7.21,7.31,True,0,0
RIDE2034,DRV24,565,1048.05,15.12,27.04,True,1,1
RIDE2035,DRV8,778,875.67,15.21,15.21,True,0,0
RIDE2036,DRV66,320,321.56,10.84,11.5,True,0,0
RIDE2037,DRV25,291,276.59,4.79,4.84,True,0,0
RIDE2038,DRV72,499,567.44,1.52,1.5,True,1,0
RIDE2039,DRV34,877,861.5,19.85,21.54,False,1,0
RIDE2040,DRV87,684,695.89,6.26,5.96,True,0,0
RIDE2041,DRV14,593,666.97,5.07,5.22,True,0,0
RIDE2042,DRV50,147,162.81,10.93,11.93,True,1,0
RIDE2043,DRV98,535,540.98,19.07,18.32,False,0,0
RIDE2044,DRV75,853,938.05,6.58,6.78,True,0,0
RIDE2045,DRV50,631,609.41,15.69,17.2,True,0,0
RIDE2046,DRV47,138,143.24,6.38,6.6,True,0,0
RIDE2047,DRV89,207,379.56,5.54,9.77,False,1,1
RIDE2048,DRV9,155,158.9,5.06,4.82,True,1,0
RIDE2049,DRV1,335,377.6,19.45,19.16,True,0,0
RIDE2050,DRV95,196,210.79,6.96,6.72,True,0,0
RIDE2051,DRV49,846,778.71,6.26,6.08,True,1,0
RIDE2052,DRV90,570,651.43,12.17,13.03,True,1,0
RIDE2053,DRV17,375,343.06,7.86,7.66,True,1,0
RIDE2054,DRV64,677,952.11,15.08,29.62,False,1,1
RIDE2055,DRV92,170,179.22,1.1,1.07,False,0,0
RIDE2056,DRV31,230,349.57,19.79,37.89,True,1,1
RIDE2057,DRV1,435,421.63,16.86,17.78,False,0,0
RIDE2058,DRV16,978,1547.39,17.19,29.02,False,1,1
RIDE2059,DRV82,775,771.73,19.15,18.49,True,0,0
RIDE2060,DRV49,961,950.6,15.07,16.41,True,0,0
RIDE2061,DRV56,990,1848.99,18.13,26.22,False,1,1
RIDE2062,DRV24,556,548.14,15.16,16.38,True,0,0
RIDE2063,DRV66,240,248.27,6.4,6.81,True,1,0
RIDE2064,DRV32,138,245.39,5.64,10.9,True,1,1
RIDE2065,DRV47,507,544.75,17.79,18.3,False,0,0
RIDE2066,DRV82,129,278.7,3.58,6.47,False,1,1
RIDE2067,DRV68,975,1673.95,6.79,11.94,True,1,1
RIDE2068,DRV1,565,983.67,7.16,12.86,True,1,1
RIDE2069,DRV54,696,763.86,17.41,18.77,False,0,0
RIDE2070,DRV95,665,665.81,11.85,12.85,True,0,0
RIDE2071,DRV26,853,944.91,2.51,2.44,False,0,0
RIDE2072,DRV13,808,850.4,14.65,16.01,True,0,0
RIDE2073,DRV60,698,646.44,11.56,11.69,True,1,0
RIDE2074,DRV79,662,730.34,5.25,5.13,True,0,0
RIDE2075,DRV55,896,833.28,15.89,16.18,True,1,0
RIDE2076,DRV66,945,1021.68,1.18,1.23,True,0,0
RIDE2077,DRV70,187,183.29,1.13,1.18,True,0,0
RIDE2078,DRV26,230,225.65,9.79,10.0,True,0,0
RIDE2079,DRV91,649,630.39,2.76,2.85,False,1,0
RIDE2080,DRV8,195,205.53,13.91,13.47,True,0,0
RIDE2081,DRV23,386,418.44,6.34,6.45,True,0,0
RIDE2082,DRV19,470,449.8,8.95,9.16,False,0,0
RIDE2083,DRV70,796,771.18,1.86,2.02,True,1,0
RIDE2084,DRV89,211,226.92,16.78,17.48,True,0,0
RIDE2085,DRV50,375,426.78,2.11,2.02,False,0,0
RIDE2086,DRV94,241,240.27,5.42,5.2,True,0,0
RIDE2087,DRV55,826,926.0,17.24,16.38,True,0,0
RIDE2088,DRV74,405,399.99,3.5,3.44,False,1,0
RIDE2089,DRV86,344,310.78,14.91,14.98,False,0,0
RIDE2090,DRV77,444,454.85,12.36,12.34,True,1,0
RIDE2091,DRV11,660,1090.96,14.79,25.66,True,1,1
RIDE2092,DRV83,853,902.68,4.03,4.39,True,0,0
RIDE2093,DRV97,115,122.05,5.06,5.24,True,0,0
RIDE2094,DRV96,644,628.49,12.13,12.32,True,0,0
RIDE2095,DRV9,146,150.38,6.7,7.03,True,1,0
RIDE2096,DRV24,829,1810.27,18.6,26.34,True,1,1
RIDE2097,DRV84,416,401.9,11.24,11.82,False,0,0
RIDE2098,DRV34,560,898.86,19.0,32.96,True,1,1
RIDE2099,DRV68,242,269.65,1.58,1.57,True,1,0
RIDE2100,DRV18,740,731.14,9.78,9.91,True,0,0
RIDE2101,DRV69,844,935.25,16.85,18.37,True,0,0
RIDE2102,DRV83,251,228.72,7.39,8.03,True,0,0
RIDE2103,DRV26,766,812.69,19.26,20.35,True,0,0
RIDE2104,DRV19,499,480.6,13.1,12.78,False,0,0
RIDE2105,DRV82,242,278.03,9.07,9.79,False,0,0
RIDE2106,DRV46,316,303.93,18.79,20.61,True,0,0
RIDE2107,DRV19,916,1797.87,8.09,12.91,True,1,1
RIDE2108,DRV18,839,761.19,4.46,4.64,False,1,0
RIDE2109,DRV2,266,298.53,9.77,9.39,False,0,0
RIDE2110,DRV89,504,469.67,8.97,9.55,True,0,0
RIDE2111,DRV69,643,1207.88,12.39,22.5,True,1,1
RIDE2112,DRV86,635,671.69,8.3,8.71,True,1,0
RIDE2113,DRV91,365,380.59,10.59,10.81,True,1,0
RIDE2114,DRV21,720,1235.63,12.96,23.54,False,1,1
RIDE2115,DRV78,464,464.55,15.15,15.33,True,0,0
RIDE2116,DRV63,964,1008.88,2.62,2.87,True,0,0
RIDE2117,DRV23,541,543.15,11.38,11.74,True,1,0
RIDE2118,DRV84,171,265.97,9.77,18.64,True,1,1
RIDE2119,DRV59,226,227.18,10.63,10.95,True,1,0
RIDE2120,DRV99,462,497.79,17.45,17.99,False,1,0
RIDE2121,DRV65,177,167.36,16.74,18.25,True,0,0
RIDE2122,DRV88,599,847.64,9.91,16.34,True,1,1
RIDE2123,DRV100,401,456.8,16.97,17.69,False,1,0
RIDE2124,DRV78,321,305.54,5.13,5.4,True,0,0
RIDE2125,DRV82,800,840.85,10.43,10.34,True,0,0
RIDE2126,DRV11,860,879.98,8.82,8.59,False,0,0
RIDE2127,DRV29,187,205.38,12.25,12.65,True,1,0
RIDE2128,DRV14,528,536.81,18.6,19.74,True,0,0
RIDE2129,DRV55,601,623.41,10.84,10.6,True,0,0
RIDE2130,DRV19,357,754.81,1.7,3.33,True,1,1
RIDE2131,DRV70,523,479.16,8.12,8.29,False,0,0
RIDE2132,DRV25,340,312.6,3.81,3.99,True,0,0
RIDE2133,DRV70,106,103.96,17.57,16.78,True,0,0
RIDE2134,DRV77,503,566.21,9.66,10.24,True,0,0
RIDE2135,DRV67,102,109.1,11.88,11.82,False,0,0
RIDE2136,DRV44,695,1276.25,12.62,22.41,True,1,1
RIDE2137,DRV70,250,225.2,18.06,17.49,True,0,0
RIDE2138,DRV98,849,1725.39,13.57,22.64,True,1,1
RIDE2139,DRV98,951,1795.88,12.43,24.35,True,1,1
RIDE2140,DRV92,739,755.7,19.05,20.93,True,1,0
RIDE2141,DRV64,280,305.24,5.13,5.4,False,1,0
RIDE2142,DRV62,605,1061.03,17.6,31.37,True,1,1
RIDE2143,DRV1,609,575.31,2.49,2.41,True,1,0
RIDE2144,DRV5,280,257.4,7.95,7.56,True,0,0
RIDE2145,DRV79,179,171.08,12.75,13.56,True,0,0
RIDE2146,DRV72,429,668.26,18.3,34.93,False,1,1
RIDE2147,DRV1,143,151.3,8.25,8.01,True,1,0
RIDE2148,DRV59,828,790.87,3.18,3.28,True,0,0
RIDE2149,DRV43,763,1434.7,10.8,16.03,False,1,1
RIDE2150,DRV29,217,205.89,18.89,19.07,True,1,0
RIDE2151,DRV55,890,925.57,11.0,11.66,True,1,0
RIDE2152,DRV20,847,1719.4,4.49,7.98,True,1,1
RIDE2153,DRV36,718,785.68,5.43,5.56,True,0,0
RIDE2154,DRV21,1000,947.42,1.29,1.32,True,0,0
RIDE2155,DRV60,607,673.28,17.42,16.85,True,0,0
RIDE2156,DRV36,482,540.29,19.92,21.67,False,0,0
RIDE2157,DRV54,836,757.58,17.73,18.72,False,0,0
RIDE2158,DRV36,432,408.31,1.5,1.48,True,0,0
RIDE2159,DRV22,553,620.57,9.17,9.87,True,0,0
RIDE2160,DRV64,413,377.99,7.29,6.97,True,1,0
RIDE2161,DRV18,546,1147.01,9.18,12.02,False,1,1
RIDE2162,DRV8,151,147.06,19.38,19.17,True,0,0
RIDE2163,DRV49,624,570.72,8.42,8.7,True,0,0
RIDE2164,DRV69,911,873.21,17.0,16.93,True,0,0
RIDE2165,DRV33,471,718.56,13.14,20.9,False,1,1
RIDE2166,DRV58,135,235.82,9.94,19.82,False,1,1
RIDE2167,DRV50,299,629.97,3.24,4.42,True,1,1
RIDE2168,DRV82,411,425.05,14.71,14.42,True,0,0
RIDE2169,DRV33,613,649.83,16.2,16.02,True,0,0
RIDE2170,DRV48,864,1663.81,6.93,13.03,False,1,1
RIDE2171,DRV71,707,660.42,17.19,17.39,False,1,0
RIDE2172,DRV30,356,509.78,10.86,21.33,True,1,1
RIDE2173,DRV11,847,928.15,9.33,9.73,True,1,0
RIDE2174,DRV15,547,527.21,12.34,12.0,False,0,0
RIDE2175,DRV65,126,126.84,1.85,1.79,True,0,0
RIDE2176,DRV21,331,466.57,19.88,39.63,False,1,1
RIDE2177,DRV62,354,344.32,11.42,11.03,True,0,0
RIDE2178,DRV8,889,1445.35,19.76,35.86,False,1,1
RIDE2179,DRV13,405,385.04,15.44,15.55,True,0,0
RIDE2180,DRV5,315,353.22,4.56,4.41,True,1,0
RIDE2181,DRV96,106,118.72,16.74,17.46,True,0,0
RIDE2182,DRV86,645,588.67,1.84,2.0,True,1,0
RIDE2183,DRV75,962,1102.69,17.61,18.66,True,0,0
RIDE2184,DRV43,798,762.97,9.31,9.56,True,0,0
RIDE2185,DRV65,374,363.28,19.22,21.05,True,1,0
RIDE2186,DRV4,142,152.33,8.43,9.01,True,0,0
RIDE2187,DRV23,748,724.21,19.26,19.04,True,0,0
RIDE2188,DRV90,956,1082.06,13.04,12.94,True,0,0
RIDE2189,DRV77,853,935.53,12.05,13.17,True,0,0
RIDE2190,DRV36,474,540.03,2.2,2.39,True,0,0
RIDE2191,DRV63,516,490.53,12.82,13.38,False,1,0
RIDE2192,DRV44,450,926.86,7.58,11.31,True,1,1
RIDE2193,DRV20,207,419.38,17.24,26.62,False,1,1
RIDE2194,DRV64,194,187.33,16.74,18.4,True,1,0
RIDE2195,DRV46,233,257.77,12.07,11.83,True,0,0
RIDE2196,DRV58,763,1415.82,5.39,7.71,True,1,1
RIDE2197,DRV86,535,614.37,5.05,5.31,True,1,0
RIDE2198,DRV59,133,245.69,19.02,34.92,True,1,1
RIDE2199,DRV93,514,534.54,14.38,13.69,True,0,0
RIDE2200,DRV58,307,322.16,19.69,21.42,False,0,0
RIDE2201,DRV51,335,307.6,15.63,16.63,True,0,0
RIDE2202,DRV47,975,1595.18,8.84,16.24,True,1,1
RIDE2203,DRV79,852,926.09,8.34,9.07,True,0,0
RIDE2204,DRV43,512,587.93,13.26,13.07,True,0,0
RIDE2205,DRV24,792,1378.13,6.48,10.1,True,1,1
RIDE2206,DRV74,159,172.07,13.68,13.79,False,1,0
RIDE2207,DRV96,658,682.5,15.47,15.24,True,0,0
RIDE2208,DRV40,630,570.72,13.78,14.01,True,0,0
RIDE2209,DRV94,844,908.21,8.36,9.11,True,1,0
RIDE2210,DRV18,639,986.48,15.55,22.17,True,1,1
RIDE2211,DRV17,106,99.91,4.2,4.12,True,0,0
RIDE2212,DRV9,991,955.02,6.0,6.22,True,0,0
RIDE2213,DRV91,614,675.99,1.15,1.22,True,1,0
RIDE2214,DRV12,753,824.55,7.99,7.7,False,1,0
RIDE2215,DRV94,900,823.34,5.07,5.16,True,0,0
RIDE2216,DRV49,381,782.97,7.47,10.15,True,1,1
RIDE2217,DRV6,111,102.81,9.56,10.29,True,1,0
RIDE2218,DRV93,390,559.13,9.36,14.5,True,1,1
RIDE2219,DRV94,827,875.45,10.65,10.37,True,0,0
RIDE2220,DRV35,729,800.97,6.68,6.38,False,0,0
RIDE2221,DRV93,975,985.74,18.82,19.26,True,0,0
RIDE2222,DRV13,490,518.06,14.65,14.48,True,0,0
RIDE2223,DRV39,682,1077.49,18.08,30.99,True,1,1
RIDE2224,DRV42,648,923.6,12.13,19.5,False,1,1
RIDE2225,DRV26,688,767.54,16.26,15.47,True,0,0
RIDE2226,DRV49,979,1014.31,11.59,12.17,True,1,0
RIDE2227,DRV85,224,248.02,4.12,3.93,True,1,0
RIDE2228,DRV95,989,1039.68,12.38,13.55,False,0,0
RIDE2229,DRV21,803,751.89,5.56,5.5,True,0,0
RIDE2230,DRV76,618,701.08,1.88,1.93,True,0,0
RIDE2231,DRV10,792,892.2,6.55,7.07,True,0,0
RIDE2232,DRV38,875,792.9,5.96,6.44,True,0,0
RIDE2233,DRV41,961,866.17,7.98,8.3,True,0,0
RIDE2234,DRV70,117,107.86,14.3,14.28,True,1,0
RIDE2235,DRV92,803,1334.5,12.67,19.26,True,1,1
RIDE2236,DRV43,837,816.84,1.5,1.62,True,0,0
RIDE2237,DRV3,733,758.39,18.61,20.29,False,0,0
RIDE2238,DRV72,779,734.35,19.55,19.39,False,0,0
RIDE2239,DRV72,125,208.69,5.77,10.44,False,1,1
RIDE2240,DRV4,337,305.29,2.73,2.73,True,1,0
RIDE2241,DRV20,936,988.97,19.23,21.12,False,0,0
RIDE2242,DRV57,499,797.44,3.75,5.25,True,1,1
RIDE2243,DRV36,709,692.7,6.57,7.1,True,0,0
RIDE2244,DRV8,997,913.99,1.38,1.32,True,0,0
RIDE2245,DRV11,379,410.26,4.15,4.05,False,0,0
RIDE2246,DRV80,121,181.42,10.5,18.44,True,1,1
RIDE2247,DRV24,755,1211.06,6.51,8.69,True,1,1
RIDE2248,DRV79,581,578.86,7.11,7.7,True,0,0
RIDE2249,DRV29,415,420.03,19.99,21.78,False,0,0
RIDE2250,DRV72,486,735.61,18.29,31.75,False,1,1
RIDE2251,DRV90,113,119.21,15.07,14.35,False,0,0
RIDE2252,DRV42,681,709.48,19.43,19.83,True,0,0
RIDE2253,DRV55,265,253.72,7.01,6.89,False,1,0
RIDE2254,DRV6,792,791.0,10.82,10.73,True,0,0
RIDE2255,DRV77,208,214.48,9.79,10.61,True,1,0
RIDE2256,DRV29,131,132.4,18.13,19.26,False,0,0
RIDE2257,DRV61,498,570.5,8.21,7.84,False,0,0
RIDE2258,DRV98,507,774.12,15.0,28.13,True,1,1
RIDE2259,DRV48,531,567.06,18.16,19.33,True,0,0
RIDE2260,DRV25,414,382.25,15.57,16.37,True,1,0
RIDE2261,DRV87,267,294.55,9.18,9.1,True,0,0
RIDE2262,DRV10,908,1026.21,15.21,15.63,True,0,0
RIDE2263,DRV47,340,633.22,5.65,9.38,True,1,1
RIDE2264,DRV19,775,717.78,1.14,1.22,True,0,0
RIDE2265,DRV79,345,323.68,15.86,17.44,True,0,0
RIDE2266,DRV38,783,875.68,7.64,7.68,False,1,0
RIDE2267,DRV35,676,695.52,19.54,20.92,True,0,0
RIDE2268,DRV27,533,508.69,1.65,1.71,False,0,0
RIDE2269,DRV60,292,517.65,5.94,10.7,True,1,1
RIDE2270,DRV44,820,802.65,1.21,1.19,True,0,0
RIDE2271,DRV63,768,803.02,13.96,14.97,True,0,0
RIDE2272,DRV43,809,803.94,8.84,8.94,True,0,0
RIDE2273,DRV43,689,644.51,10.7,10.31,False,0,0
RIDE2274,DRV13,776,837.0,19.81,19.26,True,0,0
RIDE2275,DRV5,738,789.08,19.32,19.5,False,0,0
RIDE2276,DRV30,454,481.31,15.48,15.13,True,1,0
RIDE2277,DRV26,558,980.08,1.59,2.73,True,1,1
RIDE2278,DRV28,105,186.43,14.91,23.03,True,1,1
RIDE2279,DRV44,859,868.5,17.26,17.75,False,0,0
RIDE2280,DRV69,646,740.78,4.88,5.27,True,0,0
RIDE2281,DRV92,356,356.16,16.54,15.98,True,0,0
RIDE2282,DRV95,555,854.02,9.6,17.65,False,1,1
RIDE2283,DRV54,796,732.98,11.53,11.98,True,0,0
RIDE2284,DRV81,565,550.06,17.78,19.17,True,0,0
RIDE2285,DRV90,277,315.99,10.29,10.3,True,0,0
RIDE2286,DRV29,238,428.81,4.37,8.51,True,1,1
RIDE2287,DRV28,815,880.95,13.04,12.79,True,0,0
RIDE2288,DRV87,300,335.36,5.47,5.58,False,1,0
RIDE2289,DRV58,118,123.64,10.38,10.54,True,0,0
RIDE2290,DRV28,402,401.11,18.57,19.51,False,0,0
RIDE2291,DRV23,676,644.12,12.41,13.33,True,0,0
RIDE2292,DRV75,968,949.39,11.99,13.17,True,0,0
RIDE2293,DRV12,131,130.91,5.29,5.53,True,1,0
RIDE2294,DRV2,433,446.64,17.15,17.29,True,1,0
RIDE2295,DRV8,295,278.59,16.14,15.83,True,1,0
RIDE2296,DRV62,875,1916.05,7.27,12.04,False,1,1
RIDE2297,DRV100,366,365.59,8.67,9.37,True,0,0
RIDE2298,DRV61,421,922.17,5.13,9.24,True,1,1
RIDE2299,DRV93,316,691.37,1.72,2.67,True,1,1
RIDE2300,DRV38,280,463.07,17.9,24.07,True,1,1
RIDE2301,DRV2,899,979.95,13.23,13.95,True,0,0
RIDE2302,DRV92,951,957.42,7.25,6.98,True,0,0
RIDE2303,DRV8,482,689.98,7.04,12.13,True,1,1
RIDE2304,DRV50,240,268.68,7.67,8.33,True,0,0
RIDE2305,DRV59,103,110.87,3.4,3.4,True,1,0
RIDE2306,DRV61,237,234.69,2.59,2.72,True,0,0
RIDE2307,DRV32,120,189.49,16.07,21.93,True,1,1
RIDE2308,DRV44,791,886.91,9.04,9.56,True,0,0
RIDE2309,DRV29,916,1016.84,8.39,9.09,False,0,0
RIDE2310,DRV90,664,1302.9,4.42,7.84,False,1,1
RIDE2311,DRV34,988,1022.8,12.67,12.91,True,0,0
RIDE2312,DRV95,603,558.35,17.13,17.47,True,0,0
RIDE2313,DRV86,207,200.39,8.2,8.76,False,1,0
RIDE2314,DRV5,379,388.71,16.13,17.73,True,0,0
RIDE2315,DRV7,429,827.43,18.2,23.84,True,1,1
RIDE2316,DRV78,274,269.23,13.5,13.83,True,0,0
RIDE2317,DRV93,502,528.63,18.39,18.38,True,0,0
RIDE2318,DRV81,258,264.74,12.69,12.48,False,0,0
RIDE2319,DRV96,320,464.78,13.7,26.4,False,1,1
RIDE2320,DRV23,729,1352.26,2.99,5.23,True,1,1
RIDE2321,DRV10,655,751.37,5.57,5.93,True,0,0
RIDE2322,DRV78,429,452.94,18.44,19.08,True,1,0
RIDE2323,DRV79,883,993.76,3.44,3.27,True,0,0
RIDE2324,DRV7,547,502.66,8.59,8.2,True,0,0
RIDE2325,DRV96,196,208.98,16.77,18.05,True,0,0
RIDE2326,DRV59,241,266.85,16.38,17.47,True,1,0
RIDE2327,DRV56,713,766.13,12.83,13.05,True,0,0
RIDE2328,DRV87,920,1028.46,1.97,2.08,True,0,0
RIDE2329,DRV22,703,781.43,14.34,15.66,True,0,0
RIDE2330,DRV19,618,633.56,3.09,3.29,True,0,0
RIDE2331,DRV55,539,488.7,3.57,3.51,True,0,0
RIDE2332,DRV77,500,564.17,10.71,11.28,True,1,0
RIDE2333,DRV29,866,876.33,1.91,2.02,True,0,0
RIDE2334,DRV13,569,628.29,16.02,15.48,True,0,0
RIDE2335,DRV39,217,207.63,19.79,19.33,True,0,0
RIDE2336,DRV16,733,723.2,3.49,3.58,False,1,0
RIDE2337,DRV90,649,594.12,9.3,9.23,True,0,0
RIDE2338,DRV33,365,370.77,10.59,11.0,True,0,0
RIDE2339,DRV51,105,106.45,13.15,12.86,True,0,0
RIDE2340,DRV5,264,505.29,9.67,12.87,True,1,1
RIDE2341,DRV41,847,900.78,2.63,2.84,True,0,0
RIDE2342,DRV11,516,571.16,19.09,19.17,True,0,0
RIDE2343,DRV32,791,884.33,5.92,5.89,True,0,0
RIDE2344,DRV61,789,735.95,4.07,4.02,True,0,0
RIDE2345,DRV43,325,306.93,9.59,9.36,True,1,0
RIDE2346,DRV1,349,354.55,10.76,11.49,True,0,0
RIDE2347,DRV100,368,413.0,17.43,18.64,True,1,0
RIDE2348,DRV51,593,673.18,4.72,4.76,True,1,0
RIDE2349,DRV63,882,887.96,4.46,4.63,True,1,0
RIDE2350,DRV59,774,736.58,5.46,5.54,False,1,0
RIDE2351,DRV22,453,489.77,12.98,13.94,True,0,0
RIDE2352,DRV77,800,824.11,15.14,15.18,False,0,0
RIDE2353,DRV32,256,409.29,8.45,14.73,True,1,1
RIDE2354,DRV94,266,249.46,15.53,16.68,False,0,0
RIDE2355,DRV99,202,206.41,11.95,11.38,False,0,0
RIDE2356,DRV91,788,824.4,5.53,5.4,True,0,0
RIDE2357,DRV9,419,723.47,17.27,28.37,True,1,1
RIDE2358,DRV14,708,810.8,9.45,9.61,True,0,0
RIDE2359,DRV1,467,458.27,15.84,16.92,False,1,0
RIDE2360,DRV22,419,420.7,1.73,1.76,True,0,0
RIDE2361,DRV5,481,801.5,6.29,10.21,True,1,1
RIDE2362,DRV58,651,661.8,10.5,11.22,True,0,0
RIDE2363,DRV73,947,911.54,3.05,2.92,False,0,0
RIDE2364,DRV46,348,382.64,7.03,7.69,True,0,0
RIDE2365,DRV46,294,289.4,4.21,4.4,False,1,0
RIDE2366,DRV33,863,1846.73,7.96,10.37,True,1,1
RIDE2367,DRV67,228,220.63,5.79,6.16,True,0,0
RIDE2368,DRV79,811,771.01,2.44,2.54,True,0,0
RIDE2369,DRV76,459,494.23,14.35,15.38,True,0,0
RIDE2370,DRV54,176,165.98,8.78,9.45,True,0,0
RIDE2371,DRV95,384,390.4,6.16,5.99,False,0,0
RIDE2372,DRV55,675,700.99,1.99,2.06,True,1,0
RIDE2373,DRV16,896,828.01,4.04,4.32,True,1,0
RIDE2374,DRV77,655,735.51,9.99,10.35,False,0,0
RIDE2375,DRV49,842,821.0,3.17,3.36,True,0,0
RIDE2376,DRV12,661,1068.62,1.91,3.63,True,1,1
RIDE2377,DRV28,712,659.86,1.15,1.16,True,0,0
RIDE2378,DRV1,937,854.33,8.17,8.84,False,1,0
RIDE2379,DRV99,644,705.11,9.84,10.09,True,0,0
RIDE2380,DRV65,197,208.62,14.23,14.05,True,0,0
RIDE2381,DRV61,187,199.82,3.36,3.19,True,0,0
RIDE2382,DRV52,965,1069.42,11.12,11.51,True,0,0
RIDE2383,DRV95,858,928.06,16.22,17.78,False,0,0
RIDE2384,DRV6,397,432.16,3.52,3.53,False,0,0
RIDE2385,DRV5,155,146.01,14.3,14.6,True,0,0
RIDE2386,DRV67,399,423.2,4.45,4.77,False,0,0
RIDE2387,DRV3,422,701.16,16.23,30.51,True,1,1
RIDE2388,DRV77,885,1940.51,15.45,28.14,True,1,1
RIDE2389,DRV90,199,192.55,6.76,6.86,True,1,0
RIDE2390,DRV15,317,597.18,18.79,31.56,False,1,1
RIDE2391,DRV47,378,392.84,11.12,12.01,False,0,0
RIDE2392,DRV55,499,810.86,16.09,21.77,True,1,1
RIDE2393,DRV90,993,1595.93,18.14,30.38,True,1,1
RIDE2394,DRV12,607,570.22,17.93,18.4,True,0,0
RIDE2395,DRV9,975,1071.28,16.08,15.83,True,0,0
RIDE2396,DRV84,166,186.42,11.88,12.03,False,0,0
RIDE2397,DRV8,777,793.71,18.84,18.49,False,1,0
RIDE2398,DRV58,547,605.67,10.29,9.86,False,0,0
RIDE2399,DRV51,732,1035.01,1.68,2.2,True,1,1
RIDE2400,DRV90,950,856.18,9.38,9.6,True,0,0
RIDE2401,DRV27,906,1543.67,7.5,11.53,False,1,1
RIDE2402,DRV9,823,889.41,4.8,4.98,True,0,0
RIDE2403,DRV70,603,666.11,5.53,5.39,True,1,0
RIDE2404,DRV100,465,859.39,5.81,7.98,True,1,1
RIDE2405,DRV74,843,1514.48,6.87,10.03,True,1,1
RIDE2406,DRV18,162,161.7,5.29,5.06,True,1,0
RIDE2407,DRV50,107,118.77,13.17,12.59,True,1,0
RIDE2408,DRV11,595,568.4,8.45,9.21,True,0,0
RIDE2409,DRV93,903,1824.41,17.73,23.08,True,1,1
RIDE2410,DRV65,787,849.4,7.65,7.39,True,1,0
RIDE2411,DRV25,882,1003.65,12.8,13.98,False,0,0
RIDE2412,DRV91,817,791.98,4.88,4.64,False,0,0
RIDE2413,DRV49,407,755.63,7.45,9.96,True,1,1
RIDE2414,DRV19,679,640.29,12.37,13.09,False,1,0
RIDE2415,DRV75,143,134.23,19.77,21.54,True,1,0
RIDE2416,DRV38,782,760.34,13.22,13.18,True,0,0
RIDE2417,DRV52,694,628.77,6.16,6.72,True,1,0
RIDE2418,DRV7,509,961.82,6.62,8.89,True,1,1
RIDE2419,DRV66,195,347.9,18.32,32.39,False,1,1
RIDE2420,DRV45,649,617.25,14.54,15.62,True,1,0
RIDE2421,DRV66,550,941.54,1.0,1.5,False,1,1
RIDE2422,DRV48,783,900.08,17.18,17.45,True,0,0
RIDE2423,DRV91,622,651.88,2.09,2.1,True,0,0
RIDE2424,DRV31,230,254.56,15.28,16.52,True,1,0
RIDE2425,DRV49,132,118.86,14.19,13.58,True,1,0
RIDE2426,DRV53,836,1325.89,16.38,21.51,True,1,1
RIDE2427,DRV16,119,123.25,4.65,4.84,True,0,0
RIDE2428,DRV86,885,891.46,6.84,6.83,True,0,0
RIDE2429,DRV16,476,476.8,13.23,12.65,False,0,0
RIDE2430,DRV25,316,357.31,4.18,4.23,True,0,0
RIDE2431,DRV89,875,882.28,10.13,10.65,True,0,0
RIDE2432,DRV20,569,643.87,12.69,12.95,True,0,0
RIDE2433,DRV4,391,447.5,7.1,7.57,True,0,0
RIDE2434,DRV29,609,586.31,10.9,11.61,False,1,0
RIDE2435,DRV89,298,641.45,13.87,24.87,True,1,1
RIDE2436,DRV77,716,1332.13,1.95,3.83,True,1,1
RIDE2437,DRV30,650,601.06,5.87,6.41,True,0,0
RIDE2438,DRV23,223,201.8,6.63,6.93,True,0,0
RIDE2439,DRV48,791,733.42,1.19,1.23,True,0,0
RIDE2440,DRV38,170,179.72,1.62,1.64,True,1,0
RIDE2441,DRV57,187,205.75,8.41,8.44,False,0,0
RIDE2442,DRV92,551,582.97,18.53,19.25,True,1,0
RIDE2443,DRV91,192,187.1,15.45,16.21,True,0,0
